Iterations	Algorithm	BitErrorRate
1	Majority	0.0021
1	Majority	0.0029
1	Majority	0.0039
1	Majority	0.0049
1	Majority	0.0057
1	Majority	0.0068
1	Majority	0.0074
1	Majority	0.0091
1	Majority	0.0105
1	Majority	0.0121
1	Majority	0.0129
1	Majority	0.0137
1	Majority	0.0146
1	Majority	0.016
1	Majority	0.0171
1	Majority	0.0185
1	Majority	0.0188
1	Majority	0.0196
1	Majority	0.0207
1	Majority	0.022
1	Majority	0.0229
1	Majority	0.0243
1	Majority	0.0251
1	Majority	0.0258
1	Majority	0.0268
1	Majority	0.0284
1	Majority	0.0296
1	Majority	0.0317
1	Majority	0.0329
1	Majority	0.034
1	Majority	0.0352
1	Majority	0.0369
1	Majority	0.0378
1	Majority	0.0393
1	Majority	0.04
1	Majority	0.042
1	Majority	0.0434
1	Majority	0.0447
1	Majority	0.0456
1	Majority	0.0465
1	Majority	0.0473
1	Majority	0.0485
1	Majority	0.0496
1	Majority	0.0513
1	Majority	0.0521
1	Majority	0.0527
1	Majority	0.0538
1	Majority	0.0548
1	Majority	0.0562
1	Majority	0.0574
1	Majority	0.0582
1	Majority	0.0599
1	Majority	0.0611
1	Majority	0.0624
1	Majority	0.0636
1	Majority	0.0646
1	Majority	0.0655
1	Majority	0.0667
1	Majority	0.0676
1	Majority	0.068
1	Majority	0.069
1	Majority	0.0701
1	Majority	0.0712
1	Majority	0.0726
1	Majority	0.0736
1	Majority	0.0751
1	Majority	0.0761
1	Majority	0.0769
1	Majority	0.0782
1	Majority	0.0796
1	Majority	0.0807
1	Majority	0.0823
1	Majority	0.0839
1	Majority	0.0859
1	Majority	0.0865
1	Majority	0.0878
1	Majority	0.0892
1	Majority	0.09
1	Majority	0.0906
1	Majority	0.092
1	Majority	0.0926
1	Majority	0.094
1	Majority	0.0949
1	Majority	0.0964
1	Majority	0.0982
1	Majority	0.0991
1	Majority	0.1005
1	Majority	0.102
1	Majority	0.1027
1	Majority	0.1035
1	Majority	0.1046
1	Majority	0.1055
1	Majority	0.1065
1	Majority	0.1079
1	Majority	0.1092
1	Majority	0.1103
1	Majority	0.1114
1	Majority	0.1122
1	Majority	0.1133
1	Majority	0.1141
1	BitFlip	0.0011
1	BitFlip	0.0021
1	BitFlip	0.003
1	BitFlip	0.0045
1	BitFlip	0.0057
1	BitFlip	0.008
1	BitFlip	0.009
1	BitFlip	0.0106
1	BitFlip	0.0116
1	BitFlip	0.0127
1	BitFlip	0.0139
1	BitFlip	0.0153
1	BitFlip	0.0166
1	BitFlip	0.0175
1	BitFlip	0.0186
1	BitFlip	0.0197
1	BitFlip	0.0212
1	BitFlip	0.0222
1	BitFlip	0.023
1	BitFlip	0.0241
1	BitFlip	0.0252
1	BitFlip	0.0269
1	BitFlip	0.0278
1	BitFlip	0.029
1	BitFlip	0.0301
1	BitFlip	0.0315
1	BitFlip	0.0326
1	BitFlip	0.0343
1	BitFlip	0.035
1	BitFlip	0.0364
1	BitFlip	0.0376
1	BitFlip	0.0392
1	BitFlip	0.0398
1	BitFlip	0.0405
1	BitFlip	0.0416
1	BitFlip	0.0423
1	BitFlip	0.0432
1	BitFlip	0.0444
1	BitFlip	0.0459
1	BitFlip	0.0469
1	BitFlip	0.0477
1	BitFlip	0.0483
1	BitFlip	0.0495
1	BitFlip	0.0512
1	BitFlip	0.0518
1	BitFlip	0.053
1	BitFlip	0.0539
1	BitFlip	0.0547
1	BitFlip	0.056
1	BitFlip	0.0566
1	BitFlip	0.0571
1	BitFlip	0.0591
1	BitFlip	0.06
1	BitFlip	0.0615
1	BitFlip	0.0622
1	BitFlip	0.0632
1	BitFlip	0.0637
1	BitFlip	0.0651
1	BitFlip	0.0657
1	BitFlip	0.0665
1	BitFlip	0.0675
1	BitFlip	0.0693
1	BitFlip	0.0707
1	BitFlip	0.0716
1	BitFlip	0.0721
1	BitFlip	0.0738
1	BitFlip	0.0744
1	BitFlip	0.0756
1	BitFlip	0.0766
1	BitFlip	0.0777
1	BitFlip	0.0792
1	BitFlip	0.0804
1	BitFlip	0.0811
1	BitFlip	0.0819
1	BitFlip	0.0832
1	BitFlip	0.0851
1	BitFlip	0.0865
1	BitFlip	0.0875
1	BitFlip	0.0886
1	BitFlip	0.0895
1	BitFlip	0.0908
1	BitFlip	0.0926
1	BitFlip	0.0938
1	BitFlip	0.0948
1	BitFlip	0.096
1	BitFlip	0.0984
1	BitFlip	0.0991
1	BitFlip	0.1006
1	BitFlip	0.1015
1	BitFlip	0.1026
1	BitFlip	0.1034
1	BitFlip	0.1051
1	BitFlip	0.1057
1	BitFlip	0.1067
1	BitFlip	0.1079
1	BitFlip	0.1101
1	BitFlip	0.1117
1	BitFlip	0.1131
1	BitFlip	0.1141
1	BitFlip	0.1158
2	Majority	0.0003
2	Majority	0.0012
2	Majority	0.0022
2	Majority	0.003
2	Majority	0.0038
2	Majority	0.0044
2	Majority	0.0054
2	Majority	0.007
2	Majority	0.0079
2	Majority	0.0093
2	Majority	0.0099
2	Majority	0.0114
2	Majority	0.0126
2	Majority	0.0132
2	Majority	0.014
2	Majority	0.0149
2	Majority	0.0157
2	Majority	0.0168
2	Majority	0.018
2	Majority	0.0196
2	Majority	0.0208
2	Majority	0.0224
2	Majority	0.0233
2	Majority	0.0248
2	Majority	0.0254
2	Majority	0.0271
2	Majority	0.0281
2	Majority	0.0299
2	Majority	0.0312
2	Majority	0.0331
2	Majority	0.0337
2	Majority	0.0352
2	Majority	0.0359
2	Majority	0.037
2	Majority	0.0379
2	Majority	0.0402
2	Majority	0.0412
2	Majority	0.043
2	Majority	0.0438
2	Majority	0.0451
2	Majority	0.0459
2	Majority	0.0464
2	Majority	0.0475
2	Majority	0.0486
2	Majority	0.0498
2	Majority	0.0517
2	Majority	0.0526
2	Majority	0.0537
2	Majority	0.0548
2	Majority	0.0563
2	Majority	0.0572
2	Majority	0.0581
2	Majority	0.0587
2	Majority	0.0601
2	Majority	0.0615
2	Majority	0.0629
2	Majority	0.0638
2	Majority	0.0655
2	Majority	0.0666
2	Majority	0.0673
2	Majority	0.0685
2	Majority	0.0695
2	Majority	0.0705
2	Majority	0.0719
2	Majority	0.073
2	Majority	0.0742
2	Majority	0.0753
2	Majority	0.0763
2	Majority	0.0774
2	Majority	0.079
2	Majority	0.0798
2	Majority	0.0812
2	Majority	0.0822
2	Majority	0.0831
2	Majority	0.0841
2	Majority	0.0857
2	Majority	0.0872
2	Majority	0.0883
2	Majority	0.0894
2	Majority	0.09
2	Majority	0.0909
2	Majority	0.0918
2	Majority	0.0928
2	Majority	0.094
2	Majority	0.0949
2	Majority	0.0966
2	Majority	0.0975
2	Majority	0.0989
2	Majority	0.1
2	Majority	0.1002
2	Majority	0.1012
2	Majority	0.1025
2	Majority	0.1038
2	Majority	0.1053
2	Majority	0.1065
2	Majority	0.108
2	Majority	0.109
2	Majority	0.1098
2	Majority	0.1102
2	Majority	0.1112
2	BitFlip	0.0012
2	BitFlip	0.0027
2	BitFlip	0.0037
2	BitFlip	0.0049
2	BitFlip	0.0056
2	BitFlip	0.0067
2	BitFlip	0.0073
2	BitFlip	0.0086
2	BitFlip	0.0103
2	BitFlip	0.0108
2	BitFlip	0.0117
2	BitFlip	0.0131
2	BitFlip	0.0141
2	BitFlip	0.015
2	BitFlip	0.0168
2	BitFlip	0.0182
2	BitFlip	0.0195
2	BitFlip	0.0208
2	BitFlip	0.0222
2	BitFlip	0.0235
2	BitFlip	0.0241
2	BitFlip	0.025
2	BitFlip	0.026
2	BitFlip	0.0266
2	BitFlip	0.0273
2	BitFlip	0.0289
2	BitFlip	0.03
2	BitFlip	0.0309
2	BitFlip	0.032
2	BitFlip	0.0328
2	BitFlip	0.0344
2	BitFlip	0.0365
2	BitFlip	0.0375
2	BitFlip	0.0389
2	BitFlip	0.04
2	BitFlip	0.0417
2	BitFlip	0.0426
2	BitFlip	0.0429
2	BitFlip	0.0436
2	BitFlip	0.0454
2	BitFlip	0.0463
2	BitFlip	0.0473
2	BitFlip	0.0482
2	BitFlip	0.0499
2	BitFlip	0.0508
2	BitFlip	0.0518
2	BitFlip	0.0527
2	BitFlip	0.0543
2	BitFlip	0.055
2	BitFlip	0.0564
2	BitFlip	0.0574
2	BitFlip	0.059
2	BitFlip	0.0601
2	BitFlip	0.0615
2	BitFlip	0.0626
2	BitFlip	0.0643
2	BitFlip	0.0651
2	BitFlip	0.0661
2	BitFlip	0.0669
2	BitFlip	0.0678
2	BitFlip	0.0687
2	BitFlip	0.07
2	BitFlip	0.0712
2	BitFlip	0.0723
2	BitFlip	0.0735
2	BitFlip	0.075
2	BitFlip	0.076
2	BitFlip	0.0772
2	BitFlip	0.0783
2	BitFlip	0.0791
2	BitFlip	0.0798
2	BitFlip	0.081
2	BitFlip	0.0824
2	BitFlip	0.0834
2	BitFlip	0.0842
2	BitFlip	0.0853
2	BitFlip	0.0863
2	BitFlip	0.0876
2	BitFlip	0.0883
2	BitFlip	0.0898
2	BitFlip	0.0912
2	BitFlip	0.0926
2	BitFlip	0.0941
2	BitFlip	0.0952
2	BitFlip	0.0964
2	BitFlip	0.0977
2	BitFlip	0.0984
2	BitFlip	0.0999
2	BitFlip	0.1011
2	BitFlip	0.102
2	BitFlip	0.103
2	BitFlip	0.1039
2	BitFlip	0.1046
2	BitFlip	0.1067
2	BitFlip	0.1082
2	BitFlip	0.1099
2	BitFlip	0.1108
2	BitFlip	0.1114
2	BitFlip	0.1126
2	BitFlip	0.1139
3	Majority	0.0012
3	Majority	0.0026
3	Majority	0.004
3	Majority	0.0052
3	Majority	0.0055
3	Majority	0.007
3	Majority	0.0077
3	Majority	0.0087
3	Majority	0.0103
3	Majority	0.0109
3	Majority	0.0122
3	Majority	0.0136
3	Majority	0.0145
3	Majority	0.0157
3	Majority	0.0168
3	Majority	0.0174
3	Majority	0.0186
3	Majority	0.0203
3	Majority	0.021
3	Majority	0.0218
3	Majority	0.0233
3	Majority	0.0241
3	Majority	0.0249
3	Majority	0.0259
3	Majority	0.027
3	Majority	0.0275
3	Majority	0.0282
3	Majority	0.0297
3	Majority	0.0307
3	Majority	0.0316
3	Majority	0.0324
3	Majority	0.0333
3	Majority	0.0344
3	Majority	0.0356
3	Majority	0.037
3	Majority	0.0381
3	Majority	0.0389
3	Majority	0.0407
3	Majority	0.0417
3	Majority	0.0422
3	Majority	0.0431
3	Majority	0.0441
3	Majority	0.045
3	Majority	0.0462
3	Majority	0.0472
3	Majority	0.0483
3	Majority	0.049
3	Majority	0.0498
3	Majority	0.0509
3	Majority	0.0526
3	Majority	0.0536
3	Majority	0.0552
3	Majority	0.0559
3	Majority	0.0569
3	Majority	0.0579
3	Majority	0.0602
3	Majority	0.0611
3	Majority	0.062
3	Majority	0.063
3	Majority	0.0642
3	Majority	0.0653
3	Majority	0.0664
3	Majority	0.067
3	Majority	0.0675
3	Majority	0.0681
3	Majority	0.0692
3	Majority	0.0697
3	Majority	0.0706
3	Majority	0.0717
3	Majority	0.0731
3	Majority	0.0737
3	Majority	0.0754
3	Majority	0.0768
3	Majority	0.0776
3	Majority	0.0788
3	Majority	0.0804
3	Majority	0.0815
3	Majority	0.0833
3	Majority	0.0845
3	Majority	0.0859
3	Majority	0.0867
3	Majority	0.0877
3	Majority	0.0888
3	Majority	0.0891
3	Majority	0.0897
3	Majority	0.0903
3	Majority	0.0914
3	Majority	0.0923
3	Majority	0.0937
3	Majority	0.0949
3	Majority	0.0958
3	Majority	0.0973
3	Majority	0.0982
3	Majority	0.0997
3	Majority	0.1005
3	Majority	0.1023
3	Majority	0.1033
3	Majority	0.1055
3	Majority	0.1066
3	Majority	0.1073
3	BitFlip	0.0008
3	BitFlip	0.0031
3	BitFlip	0.0041
3	BitFlip	0.0049
3	BitFlip	0.0055
3	BitFlip	0.0066
3	BitFlip	0.0072
3	BitFlip	0.0083
3	BitFlip	0.0091
3	BitFlip	0.0112
3	BitFlip	0.0119
3	BitFlip	0.0143
3	BitFlip	0.0152
3	BitFlip	0.0164
3	BitFlip	0.0177
3	BitFlip	0.0196
3	BitFlip	0.0213
3	BitFlip	0.0226
3	BitFlip	0.0231
3	BitFlip	0.0241
3	BitFlip	0.0249
3	BitFlip	0.026
3	BitFlip	0.0268
3	BitFlip	0.0277
3	BitFlip	0.0286
3	BitFlip	0.0301
3	BitFlip	0.0315
3	BitFlip	0.0336
3	BitFlip	0.0344
3	BitFlip	0.0356
3	BitFlip	0.0371
3	BitFlip	0.0387
3	BitFlip	0.0394
3	BitFlip	0.0407
3	BitFlip	0.0419
3	BitFlip	0.0429
3	BitFlip	0.0442
3	BitFlip	0.0457
3	BitFlip	0.0465
3	BitFlip	0.0475
3	BitFlip	0.0489
3	BitFlip	0.0502
3	BitFlip	0.0509
3	BitFlip	0.0527
3	BitFlip	0.0536
3	BitFlip	0.055
3	BitFlip	0.0558
3	BitFlip	0.0573
3	BitFlip	0.0586
3	BitFlip	0.0599
3	BitFlip	0.0608
3	BitFlip	0.0622
3	BitFlip	0.063
3	BitFlip	0.064
3	BitFlip	0.0652
3	BitFlip	0.0667
3	BitFlip	0.0676
3	BitFlip	0.0684
3	BitFlip	0.0699
3	BitFlip	0.071
3	BitFlip	0.072
3	BitFlip	0.0734
3	BitFlip	0.0748
3	BitFlip	0.0769
3	BitFlip	0.0775
3	BitFlip	0.0791
3	BitFlip	0.0805
3	BitFlip	0.0816
3	BitFlip	0.0826
3	BitFlip	0.0842
3	BitFlip	0.0852
3	BitFlip	0.0868
3	BitFlip	0.0878
3	BitFlip	0.0892
3	BitFlip	0.0903
3	BitFlip	0.0919
3	BitFlip	0.0931
3	BitFlip	0.0945
3	BitFlip	0.0959
3	BitFlip	0.0969
3	BitFlip	0.0977
3	BitFlip	0.0985
3	BitFlip	0.0998
3	BitFlip	0.1005
3	BitFlip	0.1012
3	BitFlip	0.1028
3	BitFlip	0.1039
3	BitFlip	0.1053
3	BitFlip	0.1066
3	BitFlip	0.1077
3	BitFlip	0.1094
3	BitFlip	0.1103
3	BitFlip	0.1112
3	BitFlip	0.1132
3	BitFlip	0.1141
3	BitFlip	0.1155
3	BitFlip	0.1164
3	BitFlip	0.1182
3	BitFlip	0.1194
3	BitFlip	0.1206
4	Majority	0.0011
4	Majority	0.0029
4	Majority	0.004
4	Majority	0.0054
4	Majority	0.0068
4	Majority	0.0084
4	Majority	0.0095
4	Majority	0.0105
4	Majority	0.0119
4	Majority	0.0135
4	Majority	0.014
4	Majority	0.0164
4	Majority	0.0183
4	Majority	0.0201
4	Majority	0.0207
4	Majority	0.0216
4	Majority	0.0226
4	Majority	0.0238
4	Majority	0.0253
4	Majority	0.0263
4	Majority	0.027
4	Majority	0.0281
4	Majority	0.0293
4	Majority	0.0316
4	Majority	0.0329
4	Majority	0.0336
4	Majority	0.0351
4	Majority	0.0368
4	Majority	0.0376
4	Majority	0.0385
4	Majority	0.0398
4	Majority	0.0409
4	Majority	0.0419
4	Majority	0.0435
4	Majority	0.044
4	Majority	0.0458
4	Majority	0.0465
4	Majority	0.0479
4	Majority	0.0495
4	Majority	0.0509
4	Majority	0.0522
4	Majority	0.0541
4	Majority	0.0555
4	Majority	0.0562
4	Majority	0.0569
4	Majority	0.058
4	Majority	0.0594
4	Majority	0.0611
4	Majority	0.0619
4	Majority	0.0628
4	Majority	0.0643
4	Majority	0.066
4	Majority	0.067
4	Majority	0.0686
4	Majority	0.0702
4	Majority	0.0721
4	Majority	0.0735
4	Majority	0.0746
4	Majority	0.0758
4	Majority	0.0766
4	Majority	0.0776
4	Majority	0.0791
4	Majority	0.0796
4	Majority	0.0806
4	Majority	0.0817
4	Majority	0.0835
4	Majority	0.0849
4	Majority	0.0861
4	Majority	0.0871
4	Majority	0.0888
4	Majority	0.0902
4	Majority	0.0911
4	Majority	0.0917
4	Majority	0.0933
4	Majority	0.0943
4	Majority	0.0954
4	Majority	0.0965
4	Majority	0.0979
4	Majority	0.0991
4	Majority	0.101
4	Majority	0.1018
4	Majority	0.1036
4	Majority	0.1043
4	Majority	0.1061
4	Majority	0.1072
4	Majority	0.1089
4	Majority	0.1099
4	Majority	0.1111
4	Majority	0.1125
4	Majority	0.1138
4	Majority	0.1145
4	Majority	0.1165
4	Majority	0.1174
4	Majority	0.1189
4	Majority	0.1195
4	Majority	0.1205
4	Majority	0.1214
4	Majority	0.1229
4	Majority	0.1238
4	Majority	0.1246
4	BitFlip	0.0012
4	BitFlip	0.0028
4	BitFlip	0.0038
4	BitFlip	0.0053
4	BitFlip	0.0064
4	BitFlip	0.0076
4	BitFlip	0.0087
4	BitFlip	0.0097
4	BitFlip	0.0111
4	BitFlip	0.012
4	BitFlip	0.0131
4	BitFlip	0.0144
4	BitFlip	0.0154
4	BitFlip	0.0164
4	BitFlip	0.0175
4	BitFlip	0.0184
4	BitFlip	0.0194
4	BitFlip	0.0202
4	BitFlip	0.0212
4	BitFlip	0.0229
4	BitFlip	0.0235
4	BitFlip	0.0252
4	BitFlip	0.0258
4	BitFlip	0.0271
4	BitFlip	0.0283
4	BitFlip	0.0301
4	BitFlip	0.0313
4	BitFlip	0.0325
4	BitFlip	0.0335
4	BitFlip	0.0344
4	BitFlip	0.0359
4	BitFlip	0.0372
4	BitFlip	0.0387
4	BitFlip	0.0401
4	BitFlip	0.0411
4	BitFlip	0.0419
4	BitFlip	0.043
4	BitFlip	0.044
4	BitFlip	0.0451
4	BitFlip	0.0461
4	BitFlip	0.0467
4	BitFlip	0.0484
4	BitFlip	0.0493
4	BitFlip	0.0506
4	BitFlip	0.0512
4	BitFlip	0.0537
4	BitFlip	0.0542
4	BitFlip	0.0553
4	BitFlip	0.0559
4	BitFlip	0.0574
4	BitFlip	0.0582
4	BitFlip	0.0591
4	BitFlip	0.0599
4	BitFlip	0.062
4	BitFlip	0.0628
4	BitFlip	0.0638
4	BitFlip	0.0652
4	BitFlip	0.0671
4	BitFlip	0.068
4	BitFlip	0.0685
4	BitFlip	0.0694
4	BitFlip	0.0708
4	BitFlip	0.0722
4	BitFlip	0.0731
4	BitFlip	0.0742
4	BitFlip	0.0757
4	BitFlip	0.077
4	BitFlip	0.0777
4	BitFlip	0.079
4	BitFlip	0.0806
4	BitFlip	0.0817
4	BitFlip	0.0827
4	BitFlip	0.0831
4	BitFlip	0.085
4	BitFlip	0.0857
4	BitFlip	0.0876
4	BitFlip	0.0885
4	BitFlip	0.0898
4	BitFlip	0.0903
4	BitFlip	0.0924
4	BitFlip	0.0931
4	BitFlip	0.0941
4	BitFlip	0.095
4	BitFlip	0.0966
4	BitFlip	0.098
4	BitFlip	0.0998
4	BitFlip	0.1006
4	BitFlip	0.1028
4	BitFlip	0.1038
4	BitFlip	0.1056
4	BitFlip	0.1074
4	BitFlip	0.109
4	BitFlip	0.1104
4	BitFlip	0.1116
4	BitFlip	0.1127
4	BitFlip	0.1139
4	BitFlip	0.1144
4	BitFlip	0.1165
4	BitFlip	0.1174
4	BitFlip	0.1191
5	Majority	0.0013
5	Majority	0.0023
5	Majority	0.0027
5	Majority	0.0044
5	Majority	0.0051
5	Majority	0.0063
5	Majority	0.0075
5	Majority	0.0089
5	Majority	0.0097
5	Majority	0.0107
5	Majority	0.0113
5	Majority	0.0119
5	Majority	0.0124
5	Majority	0.0134
5	Majority	0.0151
5	Majority	0.0172
5	Majority	0.0183
5	Majority	0.0195
5	Majority	0.0201
5	Majority	0.0207
5	Majority	0.0215
5	Majority	0.0227
5	Majority	0.0236
5	Majority	0.0247
5	Majority	0.0257
5	Majority	0.027
5	Majority	0.0279
5	Majority	0.0299
5	Majority	0.0307
5	Majority	0.0318
5	Majority	0.0335
5	Majority	0.0348
5	Majority	0.036
5	Majority	0.0374
5	Majority	0.039
5	Majority	0.0403
5	Majority	0.0411
5	Majority	0.0422
5	Majority	0.0435
5	Majority	0.0451
5	Majority	0.0461
5	Majority	0.0481
5	Majority	0.0491
5	Majority	0.0511
5	Majority	0.0523
5	Majority	0.0532
5	Majority	0.054
5	Majority	0.0553
5	Majority	0.0571
5	Majority	0.0583
5	Majority	0.059
5	Majority	0.0598
5	Majority	0.061
5	Majority	0.0621
5	Majority	0.0633
5	Majority	0.0644
5	Majority	0.0651
5	Majority	0.0665
5	Majority	0.0675
5	Majority	0.069
5	Majority	0.0699
5	Majority	0.0717
5	Majority	0.0733
5	Majority	0.0747
5	Majority	0.0753
5	Majority	0.0769
5	Majority	0.0776
5	Majority	0.0788
5	Majority	0.0797
5	Majority	0.0805
5	Majority	0.081
5	Majority	0.0818
5	Majority	0.0827
5	Majority	0.0835
5	Majority	0.0853
5	Majority	0.0865
5	Majority	0.0874
5	Majority	0.089
5	Majority	0.0899
5	Majority	0.0909
5	Majority	0.0921
5	Majority	0.0931
5	Majority	0.0945
5	Majority	0.096
5	Majority	0.0967
5	Majority	0.0977
5	Majority	0.0987
5	Majority	0.1004
5	Majority	0.1011
5	Majority	0.1033
5	Majority	0.1043
5	Majority	0.1053
5	Majority	0.1065
5	Majority	0.1086
5	Majority	0.1097
5	Majority	0.1109
5	Majority	0.1122
5	Majority	0.1137
5	Majority	0.1149
5	Majority	0.1162
5	BitFlip	0.001
5	BitFlip	0.0017
5	BitFlip	0.0027
5	BitFlip	0.0043
5	BitFlip	0.0051
5	BitFlip	0.0071
5	BitFlip	0.0082
5	BitFlip	0.0098
5	BitFlip	0.0104
5	BitFlip	0.0113
5	BitFlip	0.012
5	BitFlip	0.0135
5	BitFlip	0.0141
5	BitFlip	0.015
5	BitFlip	0.0164
5	BitFlip	0.0176
5	BitFlip	0.0189
5	BitFlip	0.0207
5	BitFlip	0.0221
5	BitFlip	0.0235
5	BitFlip	0.0247
5	BitFlip	0.0265
5	BitFlip	0.0273
5	BitFlip	0.0287
5	BitFlip	0.0297
5	BitFlip	0.0309
5	BitFlip	0.0322
5	BitFlip	0.0335
5	BitFlip	0.0342
5	BitFlip	0.0356
5	BitFlip	0.0367
5	BitFlip	0.0389
5	BitFlip	0.0397
5	BitFlip	0.0406
5	BitFlip	0.0414
5	BitFlip	0.0425
5	BitFlip	0.0435
5	BitFlip	0.0448
5	BitFlip	0.0463
5	BitFlip	0.0469
5	BitFlip	0.0483
5	BitFlip	0.0498
5	BitFlip	0.0509
5	BitFlip	0.0517
5	BitFlip	0.052
5	BitFlip	0.0531
5	BitFlip	0.0539
5	BitFlip	0.0546
5	BitFlip	0.0558
5	BitFlip	0.0567
5	BitFlip	0.0581
5	BitFlip	0.0595
5	BitFlip	0.0604
5	BitFlip	0.0616
5	BitFlip	0.0624
5	BitFlip	0.0625
5	BitFlip	0.0636
5	BitFlip	0.0646
5	BitFlip	0.0657
5	BitFlip	0.0662
5	BitFlip	0.067
5	BitFlip	0.068
5	BitFlip	0.0689
5	BitFlip	0.0702
5	BitFlip	0.0712
5	BitFlip	0.0726
5	BitFlip	0.0733
5	BitFlip	0.0744
5	BitFlip	0.0751
5	BitFlip	0.0768
5	BitFlip	0.0782
5	BitFlip	0.0793
5	BitFlip	0.08
5	BitFlip	0.0806
5	BitFlip	0.0819
5	BitFlip	0.0828
5	BitFlip	0.0836
5	BitFlip	0.0845
5	BitFlip	0.0856
5	BitFlip	0.0865
5	BitFlip	0.0872
5	BitFlip	0.0891
5	BitFlip	0.0899
5	BitFlip	0.0928
5	BitFlip	0.094
5	BitFlip	0.095
5	BitFlip	0.096
5	BitFlip	0.0978
5	BitFlip	0.099
5	BitFlip	0.0997
5	BitFlip	0.1009
5	BitFlip	0.1031
5	BitFlip	0.104
5	BitFlip	0.1054
5	BitFlip	0.1061
5	BitFlip	0.1078
5	BitFlip	0.1091
5	BitFlip	0.1102
5	BitFlip	0.1111
5	BitFlip	0.113
6	Majority	0.0007
6	Majority	0.0019
6	Majority	0.0026
6	Majority	0.0045
6	Majority	0.0053
6	Majority	0.007
6	Majority	0.0077
6	Majority	0.009
6	Majority	0.0098
6	Majority	0.0102
6	Majority	0.0113
6	Majority	0.0125
6	Majority	0.0135
6	Majority	0.0152
6	Majority	0.0154
6	Majority	0.0167
6	Majority	0.0172
6	Majority	0.0191
6	Majority	0.0208
6	Majority	0.0213
6	Majority	0.0228
6	Majority	0.0248
6	Majority	0.0258
6	Majority	0.0269
6	Majority	0.0282
6	Majority	0.03
6	Majority	0.0316
6	Majority	0.0328
6	Majority	0.034
6	Majority	0.0354
6	Majority	0.0365
6	Majority	0.0377
6	Majority	0.0387
6	Majority	0.0395
6	Majority	0.0406
6	Majority	0.0418
6	Majority	0.0425
6	Majority	0.0433
6	Majority	0.0438
6	Majority	0.0448
6	Majority	0.046
6	Majority	0.0471
6	Majority	0.048
6	Majority	0.049
6	Majority	0.05
6	Majority	0.0506
6	Majority	0.0514
6	Majority	0.0529
6	Majority	0.0537
6	Majority	0.0547
6	Majority	0.0559
6	Majority	0.057
6	Majority	0.0584
6	Majority	0.0606
6	Majority	0.0618
6	Majority	0.0632
6	Majority	0.0635
6	Majority	0.0649
6	Majority	0.0657
6	Majority	0.0675
6	Majority	0.0683
6	Majority	0.0702
6	Majority	0.0712
6	Majority	0.0723
6	Majority	0.0735
6	Majority	0.0746
6	Majority	0.0754
6	Majority	0.0763
6	Majority	0.0771
6	Majority	0.0785
6	Majority	0.0795
6	Majority	0.0812
6	Majority	0.0824
6	Majority	0.0839
6	Majority	0.085
6	Majority	0.0871
6	Majority	0.0881
6	Majority	0.0894
6	Majority	0.0909
6	Majority	0.0927
6	Majority	0.0937
6	Majority	0.0948
6	Majority	0.0956
6	Majority	0.0968
6	Majority	0.0975
6	Majority	0.0995
6	Majority	0.1004
6	Majority	0.102
6	Majority	0.1029
6	Majority	0.1048
6	Majority	0.1058
6	Majority	0.1064
6	Majority	0.1069
6	Majority	0.1074
6	Majority	0.1081
6	Majority	0.1093
6	Majority	0.1103
6	Majority	0.1118
6	Majority	0.1134
6	Majority	0.1145
6	BitFlip	0.0013
6	BitFlip	0.0033
6	BitFlip	0.0049
6	BitFlip	0.0065
6	BitFlip	0.0077
6	BitFlip	0.0092
6	BitFlip	0.0093
6	BitFlip	0.0105
6	BitFlip	0.0118
6	BitFlip	0.0133
6	BitFlip	0.0138
6	BitFlip	0.0152
6	BitFlip	0.0167
6	BitFlip	0.0177
6	BitFlip	0.019
6	BitFlip	0.0206
6	BitFlip	0.0218
6	BitFlip	0.0236
6	BitFlip	0.0247
6	BitFlip	0.0259
6	BitFlip	0.0269
6	BitFlip	0.0282
6	BitFlip	0.0293
6	BitFlip	0.0307
6	BitFlip	0.0316
6	BitFlip	0.0327
6	BitFlip	0.0335
6	BitFlip	0.0347
6	BitFlip	0.0357
6	BitFlip	0.0358
6	BitFlip	0.0375
6	BitFlip	0.0391
6	BitFlip	0.0403
6	BitFlip	0.0416
6	BitFlip	0.0424
6	BitFlip	0.0445
6	BitFlip	0.0458
6	BitFlip	0.047
6	BitFlip	0.0477
6	BitFlip	0.0492
6	BitFlip	0.05
6	BitFlip	0.0514
6	BitFlip	0.0525
6	BitFlip	0.0531
6	BitFlip	0.0538
6	BitFlip	0.0544
6	BitFlip	0.0554
6	BitFlip	0.0565
6	BitFlip	0.0584
6	BitFlip	0.0594
6	BitFlip	0.06
6	BitFlip	0.0621
6	BitFlip	0.0634
6	BitFlip	0.0647
6	BitFlip	0.0659
6	BitFlip	0.0671
6	BitFlip	0.0678
6	BitFlip	0.0697
6	BitFlip	0.0706
6	BitFlip	0.0723
6	BitFlip	0.0731
6	BitFlip	0.0745
6	BitFlip	0.0754
6	BitFlip	0.0773
6	BitFlip	0.0782
6	BitFlip	0.0797
6	BitFlip	0.0806
6	BitFlip	0.0817
6	BitFlip	0.0825
6	BitFlip	0.0842
6	BitFlip	0.0853
6	BitFlip	0.0868
6	BitFlip	0.0881
6	BitFlip	0.0892
6	BitFlip	0.0904
6	BitFlip	0.0917
6	BitFlip	0.0927
